Player, Average Time to Encounter, Kills, Deaths, Current KD, Game RunTime
Capsule (6),0.2129908,26,24,1,247.2148
50


Capsule (2),1.881732,35,18,1,271.0139
Capsule (4),0.9520863,23,31,0,271.0139
Capsule (3),0.0060792,24,35,0,271.0139
Capsule,0.0109412,21,30,0,271.0139
Capsule (5),0.3198456,26,32,0,271.0139
Capsule (1),0.2094543,31,20,1,271.0139
Capsule (7),0.09891471,26,21,1,271.0139
Capsule (6),1.021882,27,26,1,271.0139
51


Capsule (2),8.943248,14,21,0,216.3994
Capsule (4),2.208436,18,20,0,216.3994
Capsule (3),0.5710846,35,17,2,216.3994
Capsule,0.6191722,18,21,0,216.3994
Capsule (5),2.247687,25,22,1,216.3994
Capsule (1),0.1972393,15,21,0,216.3994
Capsule (7),1.601879,19,16,1,216.3994
Capsule (6),0.1165598,16,22,0,216.3994
52


Capsule (2),0.0045137,35,24,1,244.4019
Capsule (4),0.5637044,22,22,1,244.4019
Capsule (3),1.573673,27,23,1,244.4019
Capsule,0.3562808,28,22,1,244.4019
Capsule (5),1.089939,25,26,0,244.4019
Capsule (1),2.020777,17,22,0,244.4019
Capsule (7),0.2067081,15,32,0,244.4019
Capsule (6),0.3261676,23,21,1,244.4019
53


Capsule (2),0.0132888,21,19,1,230.5572
Capsule (4),3.107715,22,26,0,230.5572
Capsule (3),2.242274,12,27,0,230.5572
Capsule,0.0104554,32,21,1,230.5572
Capsule (5),5.532137,35,25,1,230.5572
Capsule (1),0.0038505,24,22,1,230.5572
Capsule (7),0.8151774,22,22,1,230.5572
Capsule (6),0.0048042,15,21,0,230.5572
54


Capsule (2),0.7550361,17,18,0,196.1273
Capsule (4),0.0035266,35,14,2,196.1273
Capsule (3),0.015768,15,21,0,196.1273
Capsule,1.022646,21,17,1,196.1273
Capsule (5),0.0053961,15,27,0,196.1273
Capsule (1),0.0030292,19,17,1,196.1273
Capsule (7),0.9078414,15,19,0,196.1273
Capsule (6),0.0098973,16,20,0,196.1273
55


Capsule (2),0.0021149,30,34,0,299.9918
Capsule (4),0.0073552,30,30,1,299.9918
Capsule (3),2.386464,28,29,0,299.9918
Capsule,3.375658,26,23,1,299.9918
Capsule (5),2.407056,33,26,1,299.9918
Capsule (1),1.268981,33,29,1,299.9918
Capsule (7),0.3352858,24,34,0,299.9918
Capsule (6),1.938699,29,28,1,299.9918
56


Capsule (2),0.0120526,33,28,1,299.9757
Capsule (4),0.6712434,23,30,0,299.9757
Capsule (3),3.3601,31,22,1,299.9757
Capsule,0.0024335,25,28,0,299.9757
Capsule (5),0.0056711,19,25,0,299.9757
Capsule (1),3.618561,34,26,1,299.9757
Capsule (7),0.3738085,18,29,0,299.9757
Capsule (6),2.878637,30,25,1,299.9757
57


Capsule (2),0.0021475,28,27,1,299.9734
Capsule (4),0.1257655,25,24,1,299.9734
Capsule (3),0.013047,22,35,0,299.9734
Capsule,0.0053394,27,23,1,299.9734
Capsule (5),4.135329,34,26,1,299.9734
Capsule (1),0.1814361,34,30,1,299.9734
Capsule (7),0.0385192,31,27,1,299.9734
Capsule (6),0.0022926,22,31,0,299.9734
58


Capsule (2),0.0226306,35,25,1,268.1078
Capsule (4),0.6199876,25,29,0,268.1078
Capsule (3),1.250142,26,18,1,268.1078
Capsule,0.084782,25,29,0,268.1078
Capsule (5),0.3859539,23,23,1,268.1078
Capsule (1),1.070145,22,22,1,268.1078
Capsule (7),0.9890936,23,28,0,268.1078
Capsule (6),0.2164653,23,28,0,268.1078
59


Capsule (2),0.0291983,17,21,0,224.1717
Capsule (4),0.0053944,25,14,1,224.1717
Capsule (3),0.3624371,14,19,0,224.1717
Capsule,3.766441,35,16,2,224.1717
Capsule (5),2.965938,27,20,1,224.1717
Capsule (1),0.6220203,20,23,0,224.1717
Capsule (7),2.089897,11,26,0,224.1717
Capsule (6),0.3415402,11,21,0,224.1717
60


Capsule (2),1.23524,20,21,0,281.132
Capsule (4),0.0056048,19,34,0,281.132
Capsule (3),0.0074638,28,21,1,281.132
Capsule,0.918646,24,29,0,281.132
Capsule (5),0.9804442,33,28,1,281.132
Capsule (1),1.954242,35,21,1,281.132
Capsule (7),1.746185,22,32,0,281.132
Capsule (6),1.837452,29,24,1,281.132
61


Capsule (2),6.592766,16,22,0,256.6682
Capsule (4),1.188692,28,28,1,256.6682
Capsule (3),1.032437,35,18,1,256.6682
Capsule,0.5399827,23,27,0,256.6682
Capsule (5),0.2058976,27,24,1,256.6682
Capsule (1),2.012507,25,24,1,256.6682
Capsule (7),1.727744,18,28,0,256.6682
Capsule (6),0.0146429,27,28,0,256.6682
62


Capsule (2),0.3848024,34,30,1,299.9176
Capsule (4),0.064168,29,37,0,299.9176
Capsule (3),0.8204306,33,27,1,299.9176
Capsule,0.0196072,19,24,0,299.9176
Capsule (5),0.0089777,25,29,0,299.9176
Capsule (1),0.0180202,26,25,1,299.9176
Capsule (7),0.0084592,34,29,1,299.9176
Capsule (6),4.239552,25,24,1,299.9176
63


Capsule (2),0.0255763,15,19,0,214.42
Capsule (4),0.0069725,13,19,0,214.42
Capsule (3),0.8406636,28,19,1,214.42
Capsule,2.397573,20,22,0,214.42
Capsule (5),0.0122869,14,22,0,214.42
Capsule (1),2.034878,13,19,0,214.42
Capsule (7),7.68643,23,18,1,214.42
Capsule (6),0.0046403,35,23,1,214.42
64


Capsule (2),0.55167,24,27,0,275.4915
Capsule (4),0.0152718,27,26,1,275.4915
Capsule (3),0.8298304,20,32,0,275.4915
Capsule,0.021013,25,27,0,275.4915
Capsule (5),0.0068063,27,26,1,275.4915
Capsule (1),0.0046582,30,23,1,275.4915
Capsule (7),0.2800413,24,31,0,275.4915
Capsule (6),0.1540558,35,20,1,275.4915
65


Capsule (2),0.0614259,25,32,0,290.8999
Capsule (4),0.0149633,20,32,0,290.8999
Capsule (3),0.014584,27,25,1,290.8999
Capsule,0.2310043,28,23,1,290.8999
Capsule (5),0.8032367,35,25,1,290.8999
Capsule (1),0.0054389,24,28,0,290.8999
Capsule (7),0.4196344,33,24,1,290.8999
Capsule (6),1.739777,24,27,0,290.8999
66


Capsule (2),3.238604,29,33,0,299.631
Capsule (4),1.63966,26,25,1,299.631
Capsule (3),1.024006,32,26,1,299.631
Capsule,0.0185442,29,29,1,299.631
Capsule (5),0.1354226,30,27,1,299.631
Capsule (1),0.0061723,28,27,1,299.631
Capsule (7),2.155552,29,27,1,299.631
Capsule (6),0.6451001,20,29,0,299.631
67


Capsule (2),0.0191456,27,27,1,299.9486
Capsule (4),0.0083758,26,26,1,299.9486
Capsule (3),0.1633796,34,30,1,299.9486
Capsule,2.237106,23,28,0,299.9486
Capsule (5),0.0099436,30,30,1,299.9486
Capsule (1),0.0058148,28,29,0,299.9486
Capsule (7),1.534444,32,20,1,299.9486
Capsule (6),0.0056802,22,32,0,299.9486
68


Capsule (2),0.0064363,12,17,0,191.2149
Capsule (4),0.0218798,11,18,0,191.2149
Capsule (3),0.0077702,14,19,0,191.2149
Capsule,0.0220242,12,20,0,191.2149
Capsule (5),0.1939521,12,21,0,191.2149
Capsule (1),0.5245184,19,19,1,191.2149
Capsule (7),0.0054919,35,17,2,191.2149
Capsule (6),2.133784,31,15,2,191.2149
69


Capsule (2),0.0057491,35,18,1,255.0632
Capsule (4),1.906054,30,24,1,255.0632
Capsule (3),0.0055936,26,23,1,255.0632
Capsule,0.216337,10,34,0,255.0632
Capsule (5),0.5048128,19,33,0,255.0632
Capsule (1),0.826954,22,24,0,255.0632
Capsule (7),1.346723,30,22,1,255.0632
Capsule (6),0.5702962,26,20,1,255.0632
70


Capsule (2),6.664991,26,22,1,273.149
Capsule (4),1.36239,24,29,0,273.149
Capsule (3),0.1780087,16,33,0,273.149
Capsule,0.017637,21,29,0,273.149
Capsule (5),0.2162194,35,23,1,273.149
Capsule (1),0.0069889,30,20,1,273.149
Capsule (7),0.010288,24,25,0,273.149
Capsule (6),1.032254,26,21,1,273.149
71


Capsule (2),1.202235,19,20,0,245.7891
Capsule (4),2.000898,20,21,0,245.7891
Capsule (3),0.7144283,23,24,0,245.7891
Capsule,0.7321388,24,35,0,245.7891
Capsule (5),0.0074166,23,23,1,245.7891
Capsule (1),2.021756,35,21,1,245.7891
Capsule (7),2.022026,27,17,1,245.7891
Capsule (6),0.7952091,18,28,0,245.7891
72


Capsule (2),0.0053602,31,33,0,279.1004
Capsule (4),1.567114,24,31,0,279.1004
Capsule (3),0.0139188,35,28,1,279.1004
Capsule,0.0245418,20,27,0,279.1004
Capsule (5),1.637265,29,25,1,279.1004
Capsule (1),5.733028,29,24,1,279.1004
Capsule (7),1.020132,25,26,0,279.1004
Capsule (6),0.0097283,24,23,1,279.1004
73


Capsule (2),0.0052476,30,27,1,299.9393
Capsule (4),0.005776,32,21,1,299.9393
Capsule (3),0.0094432,30,33,0,299.9393
Capsule,4.078671,18,29,0,299.9393
Capsule (5),0.0436175,32,23,1,299.9393
Capsule (1),3.870533,25,29,0,299.9393
Capsule (7),0.8228868,24,30,0,299.9393
Capsule (6),0.210393,24,23,1,299.9393
74


Capsule (2),0.0165492,35,26,1,275.6466
Capsule (4),0.2189727,29,25,1,275.6466
Capsule (3),1.058125,18,29,0,275.6466
Capsule,0.0114633,28,30,0,275.6466
Capsule (5),1.155448,25,26,0,275.6466
Capsule (1),2.664006,25,31,0,275.6466
Capsule (7),0.0109567,23,22,1,275.6466
Capsule (6),0.0103956,27,21,1,275.6466
75


Capsule (2),0.0051014,30,18,1,210.9288
Capsule (4),0.0044785,18,23,0,210.9288
Capsule (3),1.829423,18,24,0,210.9288
Capsule,0.0049997,15,23,0,210.9288
Capsule (5),0.0160352,21,20,1,210.9288
Capsule (1),1.225528,11,26,0,210.9288
Capsule (7),4.586553,35,24,1,210.9288
Capsule (6),0.8257298,28,18,1,210.9288
76


Capsule (2),0.0053403,33,26,1,299.8876
Capsule (4),0.0152,26,18,1,299.8876
Capsule (3),1.743885,29,30,0,299.8876
Capsule,0.8814131,28,34,0,299.8876
Capsule (5),2.919235,27,37,0,299.8876
Capsule (1),0.7687015,29,30,0,299.8876
Capsule (7),0.0066486,33,27,1,299.8876
Capsule (6),1.643042,26,29,0,299.8876
77


Capsule (2),1.554515,29,24,1,299.9065
Capsule (4),0.0152236,29,25,1,299.9065
Capsule (3),1.317182,28,31,0,299.9065
Capsule,2.01282,28,31,0,299.9065
Capsule (5),0.2076359,32,25,1,299.9065
Capsule (1),0.0095214,29,26,1,299.9065
Capsule (7),0.0317004,24,32,0,299.9065
Capsule (6),1.556977,29,34,0,299.9065
78


Capsule (2),0.7750026,28,24,1,277.3334
Capsule (4),1.059824,26,19,1,277.3334
Capsule (3),4.343194,26,20,1,277.3334
Capsule,1.042388,26,23,1,277.3334
Capsule (5),1.90532,35,26,1,277.3334
Capsule (1),1.63218,19,35,0,277.3334
Capsule (7),0.0095187,15,28,0,277.3334
Capsule (6),0.7706178,23,23,1,277.3334
79


Capsule (2),0.2091841,24,36,0,299.9678
Capsule (4),5.318841,31,26,1,299.9678
Capsule (3),0.0076639,31,23,1,299.9678
Capsule,0.1058881,25,32,0,299.9678
Capsule (5),0.2170005,32,28,1,299.9678
Capsule (1),2.822153,20,30,0,299.9678
Capsule (7),0.8254914,30,25,1,299.9678
Capsule (6),0.8532544,29,22,1,299.9678
80


Capsule (2),1.039495,18,29,0,240.9798
Capsule (4),0.2108438,22,19,1,240.9798
Capsule (3),0.4770147,16,20,0,240.9798
Capsule,2.888881,27,24,1,240.9798
Capsule (5),3.151094,35,19,1,240.9798
Capsule (1),1.293422,24,26,0,240.9798
Capsule (7),3.07698,24,22,1,240.9798
Capsule (6),0.1329178,19,26,0,240.9798
81


Capsule (2),0.0208814,29,23,1,291.48
Capsule (4),2.635288,33,29,1,291.48
Capsule (3),1.985517,27,33,0,291.48
Capsule,0.0088334,27,25,1,291.48
Capsule (5),1.989854,28,25,1,291.48
Capsule (1),2.168329,23,34,0,291.48
Capsule (7),0.954957,35,25,1,291.48
Capsule (6),0.0096259,21,29,0,291.48
82


Capsule (2),0.388411,27,31,0,299.765
Capsule (4),0.0203393,32,33,0,299.765
Capsule (3),0.0084007,35,29,1,299.765
Capsule,0.4515461,27,28,0,299.765
Capsule (5),0.006145,26,27,0,299.765
Capsule (1),2.459104,22,27,0,299.765
Capsule (7),1.514825,29,23,1,299.765
Capsule (6),3.764602,27,27,1,299.765
83


Capsule (2),0.5936803,17,23,0,218.944
Capsule (4),0.015275,24,19,1,218.944
Capsule (3),0.1713937,16,31,0,218.944
Capsule,0.0056678,21,30,0,218.944
Capsule (5),1.355109,26,16,1,218.944
Capsule (1),0.0807104,35,19,1,218.944
Capsule (7),0.1441663,25,20,1,218.944
Capsule (6),0.0889532,16,22,0,218.944
84


Capsule (2),0.1376134,21,21,1,256.7174
Capsule (4),0.0061131,22,21,1,256.7174
Capsule (3),0.8201051,14,26,0,256.7174
Capsule,2.261006,35,19,1,256.7174
Capsule (5),0.1789435,30,22,1,256.7174
Capsule (1),2.650129,16,20,0,256.7174
Capsule (7),0.7094579,19,28,0,256.7174
Capsule (6),0.2175001,26,26,1,256.7174
85


Capsule (2),3.746161,28,23,1,296.9618
Capsule (4),0.0051609,35,31,1,296.9618
Capsule (3),4.648412,28,26,1,296.9618
Capsule,0.2184485,21,35,0,296.9618
Capsule (5),0.2232364,29,28,1,296.9618
Capsule (1),0.0081486,32,28,1,296.9618
Capsule (7),1.277016,34,28,1,296.9618
Capsule (6),3.060888,24,32,0,296.9618
86


Capsule (2),1.844541,17,29,0,269.2164
Capsule (4),0.0143634,28,21,1,269.2164
Capsule (3),0.0182317,19,26,0,269.2164
Capsule,0.0063329,25,21,1,269.2164
Capsule (5),0.016636,30,31,0,269.2164
Capsule (1),0.4913532,21,21,1,269.2164
Capsule (7),0.0046168,35,24,1,269.2164
Capsule (6),9.706687,25,27,0,269.2164
87


Capsule (2),3.712824,28,23,1,222.8141
Capsule (4),0.24738,26,20,1,222.8141
Capsule (3),1.658384,15,31,0,222.8141
Capsule,0.0044557,35,20,1,222.8141
Capsule (5),1.22333,17,20,0,222.8141
Capsule (1),1.254196,22,21,1,222.8141
Capsule (7),0.4307369,17,23,0,222.8141
Capsule (6),0.005902,22,24,0,222.8141
88


Capsule (2),1.149444,29,17,1,246.1349
Capsule (4),6.014922,23,21,1,246.1349
Capsule (3),0.925158,35,16,2,246.1349
Capsule,1.224142,13,32,0,246.1349
Capsule (5),0.0157706,26,26,1,246.1349
Capsule (1),1.353179,12,30,0,246.1349
Capsule (7),0.4721851,33,25,1,246.1349
Capsule (6),1.632319,20,24,0,246.1349
89


Capsule (2),2.481886,24,19,1,263.4411
Capsule (4),0.0049783,35,19,1,263.4411
Capsule (3),0.0418417,27,35,0,263.4411
Capsule,1.034689,23,21,1,263.4411
Capsule (5),0.0053746,22,30,0,263.4411
Capsule (1),1.17186,18,28,0,263.4411
Capsule (7),0.128428,26,21,1,263.4411
Capsule (6),1.917178,24,26,0,263.4411
90


Capsule (2),0.0175358,25,20,1,235.7165
Capsule (4),0.0182379,18,26,0,235.7165
Capsule (3),0.019239,25,23,1,235.7165
Capsule,0.4659189,25,21,1,235.7165
Capsule (5),0.7233918,20,23,0,235.7165
Capsule (1),0.5246544,18,25,0,235.7165
Capsule (7),4.193285,35,14,2,235.7165
Capsule (6),0.1499471,13,27,0,235.7165
91


Capsule (2),2.458413,26,34,0,293.0289
Capsule (4),0.0099746,35,23,1,293.0289
Capsule (3),0.0282948,27,24,1,293.0289
Capsule,1.648513,26,28,0,293.0289
Capsule (5),6.187489,25,31,0,293.0289
Capsule (1),0.0092776,27,32,0,293.0289
Capsule (7),1.329411,33,29,1,293.0289
Capsule (6),0.0132151,28,26,1,293.0289
92


Capsule (2),0.0049969,15,25,0,281.4705
Capsule (4),0.0153254,30,27,1,281.4705
Capsule (3),0.4028158,25,32,0,281.4705
Capsule,0.0052927,17,27,0,281.4705
Capsule (5),0.0142266,35,23,1,281.4705
Capsule (1),0.0079634,29,33,0,281.4705
Capsule (7),1.024148,34,23,1,281.4705
Capsule (6),2.84071,32,27,1,281.4705
93


Capsule (2),0.2915124,26,31,0,285.4306
Capsule (4),0.0073137,30,24,1,285.4306
Capsule (3),0.0487364,35,19,1,285.4306
Capsule,0.7995617,24,33,0,285.4306
Capsule (5),0.4026974,23,26,0,285.4306
Capsule (1),2.400426,27,33,0,285.4306
Capsule (7),0.0188903,24,22,1,285.4306
Capsule (6),1.379416,29,30,0,285.4306
94


Capsule (2),1.361086,20,28,0,276.7399
Capsule (4),0.0065698,26,25,1,276.7399
Capsule (3),0.7501062,35,30,1,276.7399
Capsule,0.0068752,17,24,0,276.7399
Capsule (5),0.7863098,25,25,1,276.7399
Capsule (1),0.1387397,21,25,0,276.7399
Capsule (7),2.004929,27,21,1,276.7399
Capsule (6),0.0155012,30,23,1,276.7399
95


Capsule (2),1.995427,35,26,1,297.9378
Capsule (4),0.5200543,34,35,0,297.9378
Capsule (3),0.7436061,23,32,0,297.9378
Capsule,2.011399,26,33,0,297.9378
Capsule (5),2.445079,21,26,0,297.9378
Capsule (1),0.1984994,32,25,1,297.9378
Capsule (7),0.0384604,27,26,1,297.9378
Capsule (6),1.731143,34,29,1,297.9378
96


Capsule (2),0.0201018,21,26,0,260.3835
Capsule (4),0.0152718,22,27,0,260.3835
Capsule (3),0.0129694,25,32,0,260.3835
Capsule,0.3923961,31,28,1,260.3835
Capsule (5),1.434011,32,23,1,260.3835
Capsule (1),0.7710042,20,29,0,260.3835
Capsule (7),0.0054422,35,20,1,260.3835
Capsule (6),0.0077395,25,26,0,260.3835
97


Capsule (2),0.2075981,18,26,0,249.9301
Capsule (4),0.0046942,15,23,0,249.9301
Capsule (3),1.829153,35,22,1,249.9301
Capsule,0.0061596,12,24,0,249.9301
Capsule (5),0.2145125,32,21,1,249.9301
Capsule (1),0.9267616,27,30,0,249.9301
Capsule (7),3.365395,25,18,1,249.9301
Capsule (6),1.673916,22,22,1,249.9301
98


Capsule (2),0.0050663,22,26,0,261.9427
Capsule (4),0.0175636,29,25,1,261.9427
Capsule (3),1.637687,35,21,1,261.9427
Capsule,0.0185154,19,26,0,261.9427
Capsule (5),0.004528,22,24,0,261.9427
Capsule (1),0.0188416,19,29,0,261.9427
Capsule (7),0.0118973,24,17,1,261.9427
Capsule (6),3.39401,22,24,0,261.9427
99


Capsule (2),0.0101252,16,19,0,233.6474
Capsule (4),0.2060612,34,25,1,233.6474
Capsule (3),0.0057506,14,28,0,233.6474
Capsule,0.0146213,17,28,0,233.6474
Capsule (5),0.019393,28,22,1,233.6474
Capsule (1),0.4212193,18,22,0,233.6474
Capsule (7),0.0050494,35,20,1,233.6474
Capsule (6),5.001841,22,20,1,233.6474
100
